company,valuation,date_joined,year_joined,industry,city,country,continent,year_founded,funding,select_investors
Incode Technologies,1000000000,07/12/2021,2021,Cybersecurity,San Francisco,United States,North America,2015,257000000,"Dila Capital, Framework Ventures, 3L"
Kuaikan Manhua,1000000000,01/12/2017,2017,Internet software & services,Beijing,China,Asia,2014,594000000,"Sequoia Capital China, CMC Capital Partners, Tencent Holdings"
Marshmallow,1000000000,08/09/2021,2021,Fintech,London,United Kingdom,Europe,2017,116000000,"Passion Capital, Hedosophia, Outrun Ventures"
Mythical Games,1000000000,04/11/2021,2021,Internet software & services,Sherman Oaks,United States,North America,2018,260000000,"Javelin Venture Partners, Struck Capital, Alumni Ventures Group"
Route,1000000000,21/01/2022,2022,"Supply chain, logistics, & delivery",Lehi,United States,North America,2018,482000000,"Madrona Venture Group, Banner Ventures, FJ Labs"
Tackle.io,1000000000,21/12/2021,2021,Internet software & services,Boise,United States,North America,2016,148000000,"Andreessen Horowitz, Bessemer Venture Partners, Coatue Management"
Nexii,1000000000,08/09/2021,2021,Other,Vancouver,Canada,North America,2020,45000000,"Trane Technologies, Honeywell"
GalaxySpace,1000000000,17/11/2020,2020,Mobile & telecommunications,Beijing,China,Asia,2016,14000000,"Shunwei Capital Partners, 5Y Capital, Legend Capital"
Insider,1000000000,28/02/2022,2022,Internet software & services,Istanbul,Turkey,Europe,2012,167000000,"Wamda Capital, Endeavor, Riverwood Capital"
Spiber,1000000000,08/09/2021,2021,Other,Tsuruoka,Japan,Asia,2007,520000000,"Cool Japan Fund, JAFCO, The Carlyle Group"
Ada Support,1000000000,07/05/2021,2021,Artificial intelligence,Toronto,Canada,North America,2016,191000000,"Version One Ventures, Bessemer Venture Partners, FirstMark Capital"
AgentSync,1000000000,07/12/2021,2021,Fintech,Denver,United States,North America,2018,111000000,"Craft Ventures, Caffeinated Capital, Operator Collective"
Alation,1000000000,03/06/2021,2021,Internet software & services,Redwood City,United States,North America,2012,192000000,"Costanoa Ventures, Data Collective, Salesforce Ventures"
BigPanda,1000000000,12/01/2022,2022,Artificial intelligence,Mountain View,United States,North America,2012,317000000,"Advent International, Battery Ventures, Sequoia Capital Israel"
CarDekho,1000000000,13/10/2021,2021,E-commerce & direct-to-consumer,Jaipur,India,Asia,2008,448000000,"Sequoia Capital India, Hillhouse Capital Management, Sunley House Capital Management"
Copado,1000000000,13/09/2021,2021,Data management & analytics,Chicago,United States,North America,2013,271000000,"Insight Partners, Salesforce Ventures, Perpetual Investors"
DailyPay,1000000000,18/05/2021,2021,Fintech,New York,United States,North America,2016,189000000,"RPM Ventures, Inspiration Ventures, Carrick Capital Partners"
FloQast,1000000000,21/07/2021,2021,Fintech,Los Angeles,United States,North America,2013,230000000,"Polaris Partners, Insight Partners, Norwest Venture Partners"
Gem,1000000000,28/09/2021,2021,Internet software & services,San Francisco,United States,North America,2017,148000000,"Accel, Greylock Partners, Meritech Capital Partners"
GrubMarket,1000000000,14/09/2021,2021,E-commerce & direct-to-consumer,San Francisco,United States,North America,2013,382000000,"GGV Capital, BlackRock, ACE & Company"
Helium Systems,1000000000,22/02/2022,2022,Internet software & services,San Francisco,United States,North America,2013,365000000,"FirstMark Capital, Tiger Global Management, FTX Venture"
Inari,1000000000,12/05/2021,2021,Other,Cambridge,United States,North America,2016,337000000,"Flagship Pioneering, Alexandria Venture Investments, Investment Corporation of Dubai"
Jokr,1000000000,02/12/2021,2021,E-commerce & direct-to-consumer,New York,United States,North America,2021,430000000,"GGV Capital, Tiger Global Management, Greycroft"
LivSpace,1000000000,08/02/2022,2022,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2015,427000000,"Jungle Ventures, Helion Venture Partners, INGKA Investments"
Merama,1000000000,09/12/2021,2021,E-commerce & direct-to-consumer,Mexico City,Mexico,North America,2020,345000000,"SoftBank Latin America Fund, Advent International, Balderton Capital"
MindTickle,1000000000,03/08/2021,2021,Internet software & services,San Francisco,United States,North America,2012,281000000,"Qualcomm Ventures, Accel, Canaan Partners"
MyGlamm,1000000000,10/11/2021,2021,E-commerce & direct-to-consumer,Mumbai,India,Asia,2015,310000000,"L''Occitane, Trifecta Capital, Bessemer Venture Partners"
Oda,1000000000,02/06/2021,2021,E-commerce & direct-to-consumer,Oslo,Norway,Europe,2013,337000000,"Kinnevik, Softbank Group, Prosus Ventures"
Offchain Labs,1000000000,31/08/2021,2021,Internet software & services,Princeton,United States,North America,2018,124000000,"Pantera Capital, Polychain Capital, Lightspeed Venture Partners"
Phantom,1000000000,31/01/2022,2022,Fintech,San Francisco,United States,North America,2021,118000000,"Paradigm, Andreessen Horowitz, Jump Capital"
Pilot.com,1000000000,26/03/2021,2021,Fintech,San Francisco,United States,North America,2016,161000000,"Index Ventures, Sequoia Capital, Bezos Expeditions"
Prime Medicine,1000000000,13/07/2021,2021,Health,Cambridge,United States,North America,2019,315000000,"Newpath Partners, Google Ventures, F-Prime Capital"
Public,1000000000,17/02/2021,2021,Fintech,New York,United States,North America,2008,309000000,"Accel, Greycroft, Advancit Capital"
Qumulo,1000000000,16/07/2020,2020,Data management & analytics,Seattle,United States,North America,2012,347000000,"Madrona Venture Group, Kleiner Perkins Caufield & Byers, Highland Capital Partners"
Rohlik,1000000000,01/07/2021,2021,"Supply chain, logistics, & delivery",Prague,Czech Republic,Europe,2019,380000000,"Partech Partners, Index Ventures, Quadrille Capital"
SeekOut,1000000000,12/01/2022,2022,Internet software & services,Bellevue,United States,North America,2017,189000000,"Mayfield, Madrona Venture Group, Tiger Global Management"
Tealium,1000000000,03/02/2021,2021,Internet software & services,San Diego,United States,North America,2008,264000000,"Georgian Partners, Silver Lake, Presidio Ventures"
UpGrad,1000000000,09/08/2021,2021,Edtech,Mumbai,India,Asia,2015,194000000,"Qualcomm Ventures, Accel, Canaan Partners"
Workhuman,1000000000,23/06/2020,2020,Internet software & services,Dublin,Ireland,Europe,1999,9000000,ICG
Xpressbees,1000000000,09/02/2022,2022,"Supply chain, logistics, & delivery",Pune,India,Asia,2012,573000000,"Norwest Venture Partners, Investcorp, Blackstone"
L&P Cosmetic,1000000000,01/01/2016,2016,Consumer & retail,Seoul,South Korea,Asia,2009,33000000,CDIB Capital
Mininglamp Technology,1000000000,27/03/2019,2019,Artificial intelligence,Beijing,China,Asia,2014,787000000,"Russia-China Investment Fund, Tencent Holdings, Sequoia Capital China"
Luoji Siwei,1000000000,20/07/2017,2017,Edtech,Beijing,China,Asia,2012,144000000,"Sequoia Capital China, Qiming Venture Partners, Tencent Holdings"
IRL,1000000000,15/06/2021,2021,Internet software & services,San Francisco,United States,North America,2017,197000000,"Goodwater Capital, Floodgate, Founders Fund"
Modern Health,1000000000,11/02/2021,2021,Health,San Francisco,United States,North America,2017,167000000,"Kleiner Perkins Caufield & Byers, Afore Capital, Founders Fund"
Tuhu,1000000000,15/09/2018,2018,Auto & transportation,Shanghai,China,Asia,2011,875000000,"Qiming Venture Partners, Yaxia Automobile, Far East Horizon"
CloudBees,1000000000,09/12/2021,2021,Data management & analytics,San Jose,United States,North America,2010,236000000,"Matrix Partners, Lightspeed Venture Partners, Verizon Ventures"
Elemy,1000000000,06/10/2021,2021,Health,San Francisco,United States,North America,2019,323000000,"General Catalyst, Bling Capital, Felicis Ventures"
Guideline,1000000000,16/06/2021,2021,Fintech,San Mateo,United States,North America,2015,339000000,"Pelion Venture Partners, Foundation Capital, Thoma Bravo"
Happy Money,1000000000,08/02/2022,2022,Fintech,Tustin,United States,North America,2009,192000000,"FirstMark Capital, Anthemis, CMFG Ventures"
Rebellion Defense,1000000000,16/09/2021,2021,Artificial intelligence,Washington DC,United States,North America,2019,150000000,"Venrock, Innovation Endeavors, Insights Partners"
STORD,1000000000,13/09/2021,2021,"Supply chain, logistics, & delivery",Atlanta,United States,North America,2015,205000000,"Dynamo VC, Susa Ventures, Founders Fund"
At-Bay,1000000000,27/07/2021,2021,Fintech,Mountain View,United States,North America,2016,292000000,"Lightspeed Venture Partners, Khosla Ventures, Munich Re Ventures"
TELD,1000000000,16/12/2019,2019,Fintech,Qingdao,China,Asia,2014,396000000,"China Reform Fund, Gaopeng Capital, Jinhui Xingye"
Acko General Insurance,1000000000,28/10/2021,2021,Fintech,Bengaluru,India,Asia,2016,458000000,"Intact Ventures, Munich Re Ventures, General Atlantic"
apna,1000000000,15/09/2021,2021,Internet software & services,Bengaluru,India,Asia,2019,193000000,"Sequoia Capital India, Rocketship.vc, Lightspeed India Partners"
Beyond Identity,1000000000,22/02/2022,2022,Cybersecurity,New York,United States,North America,2019,205000000,"New Enterprise Associates, Koch Disruptive Technologies, Evolution Equity Partners"
Carousell,1000000000,15/09/2021,2021,E-commerce & direct-to-consumer,,Singapore,Asia,2012,288000000,"500 Global, Rakuten Ventures, Golden Gate Ventures"
Chief,1000000000,31/03/2022,2022,Other,New York,United States,North America,2019,140000000,"General Catalyst, Inspired Capital, Flybridge Capital Partners"
CoinDCX,1000000000,10/08/2021,2021,Fintech,Maharashtra,India,Asia,2017,109000000,"Polychain Capital, Coinbase Ventures, Jump Capital"
Daily Harvest,1000000000,16/11/2021,2021,E-commerce & direct-to-consumer,New York,United States,North America,2014,120000000,"M13, Lightspeed Venture Partners, Lone Pine Capital"
Enpal,1000000000,18/10/2021,2021,Internet software & services,Berlin,Germany,Europe,2017,304000000,"HV Capital, Softbank Group, BlackRock"
eSentire,1000000000,22/02/2022,2022,Cybersecurity,Waterloo,Canada,North America,2001,186000000,"Edison Partners, Georgian Partners, VentureLink"
Firefly Aerospace,1000000000,04/05/2021,2021,Other,Cedar Park,United States,North America,2014,172000000,"XBTO Ventures, Raven One Ventures, SK Ventures"
Fundbox,1000000000,30/11/2021,2021,Fintech,San Francisco,United States,North America,2013,404000000,"Khosla Ventures, General Catalyst, Blumberg Capital"
G2,1000000000,22/06/2021,2021,Internet software & services,Chicago,United States,North America,2012,258000000,"Pritzker Group Venture Capital, Accel, Hyde Park Venture Partners"
Gaussian Robotics,1000000000,10/11/2021,2021,Hardware,Shanghai,China,Asia,2013,325000000,"BlueRun Ventures, Grand Flight Investment, Meituan Dianping"
GetYourGuide,1000000000,16/05/2019,2019,Travel,Berlin,Germany,Europe,2009,656000000,"Spark Capital, Highland Europe, Sunstone Capital"
GlobalBees,1000000000,28/12/2021,2021,E-commerce & direct-to-consumer,New Delhi,India,Asia,2021,185000000,"Chiratae Ventures, SoftBank Group, Trifecta Capital"
Ivalua,1000000000,21/05/2019,2019,Fintech,Redwood City,United States,North America,2000,134000000,"Ardian, Tiger Global Management, KKR"
Juanpi,1000000000,14/04/2016,2016,E-commerce & direct-to-consumer,Wuhan,China,Asia,2012,136000000,"Tiantu Capital, SAIF Partners China, Newsion Venture Capital"
Karat,1000000000,13/10/2021,2021,Internet software & services,Seattle,United States,North America,2014,169000000,"8VC, Norwest Venture Partners, Tiger Global Management"
LEAD School,1000000000,13/01/2022,2022,Edtech,Andheri,India,Asia,2012,166000000,"WestBridge Capital, GSV Ventures, Elevar Equity"
Nexthink,1000000000,08/02/2021,2021,Data management & analytics,Prilly,Switzerland,Europe,2004,346000000,"Auriga, Galeo Ventures, Highland Europe"
People.ai,1000000000,11/08/2021,2021,Internet software & services,San Francisco,United States,North America,2017,200000000,"GGV Capital, Lightspeed Venture Partners, ICONIQ Capital"
Pharmapacks,1000000000,12/11/2020,2020,E-commerce & direct-to-consumer,Islandia,United States,North America,2010,433000000,The Carlyle Group
Rightway,1000000000,30/03/2021,2021,Health,New York,United States,North America,2017,130000000,"Thrive Capital, Khosla Ventures, Tiger Global Management"
Sennder,1000000000,14/01/2021,2021,"Supply chain, logistics, & delivery",Berlin,Germany,Europe,2015,340000000,"Accelm Scania Growth Capital, Lakestar"
Sisense,1000000000,09/01/2020,2020,Data management & analytics,New York,United States,North America,2004,274000000,"Opus Capital, Genesis Partners, Battery Ventures"
Staffbase,1000000000,15/03/2022,2022,Internet software & services,Chemnitz,Germany,Europe,2014,307000000,"Insight Partners, e.ventures, General Atlantic"
Sunbit,1000000000,20/05/2021,2021,Fintech,Los Angeles,United States,North America,2016,210000000,"Zeev Ventures, Group11, Chicago Ventures"
TangoMe,1000000000,20/03/2014,2014,Mobile & telecommunications,Mountain View,United States,North America,2009,361000000,"Draper Fisher Jurtson, Qualcomm Ventures, Alibaba Group"
The Bank of London,1000000000,30/11/2021,2021,Fintech,London,United Kingdom,Europe,2018,90000000,"Mangrove Capital Partners,14W, ForgeLight"
Zego,1000000000,09/03/2021,2021,Fintech,London,United Kingdom,Europe,2016,202000000,"LocalGlobe, Balderton Capital, Target Global"
Nxin,1000000000,18/09/2018,2018,Internet software & services,Beijing,China,Asia,2015,53000000,"Beijing Juneng Hesheng Industry Investment Fund, Beijing Shuju Xinrong Fund"
Mamaearth,1000000000,28/12/2021,2021,E-commerce & direct-to-consumer,Gurgaon,India,Asia,2016,111000000,"Fireside Ventures, Sequoia Capital India, Stellaris Venture Partners"
Radius Payment Solutions,1000000000,27/11/2017,2017,Fintech,Crewe,United Kingdom,Europe,1990,200000000,Inflexion Private Equity
Rivigo,1000000000,11/07/2019,2019,"Supply chain, logistics, & delivery",Gurgaon,India,Asia,2014,247000000,"SAIF Partners India, Warburg Pincus, Trifecta Capital Advisors"
Rubicon,1000000000,25/08/2017,2017,Other,Atlanta,United States,North America,2008,223000000,"Goldman Sachs, Leonardo DiCaprio, Promecap"
Socar,1000000000,16/10/2020,2020,Auto & transportation,Jeju-do,South Korea,Asia,2012,408000000,"Bain Capital, Altos Ventures, Songhyun Investment"
MobileCoin,1000000000,07/07/2021,2021,Fintech,San Francisco,United States,North America,2018,107000000,"General Catalyst, Future Ventures, AU21"
Density,1000000000,10/11/2021,2021,Hardware,San Francisco,United States,North America,2014,217000000,"Founders Fund, Upfront Ventures, 01 Advisors"
Instabase,1000000000,21/10/2019,2019,Data management & analytics,San Francisco,United States,North America,2015,132000000,"New Enterprise Associates, Greylock Partners, Andreessen Horowitz"
Jiuxian,1000000000,30/07/2015,2015,E-commerce & direct-to-consumer,Beijing,China,Asia,2009,250000000,"Sequoia Capital China, Rich Land Capital, Merrysunny Wealth"
Matrixport,1000000000,01/06/2021,2021,Fintech,,Singapore,Asia,2019,100000000,"Dragonfly Captial, Qiming Venture Partners, DST Global"
Mixpanel,1000000000,15/11/2021,2021,Internet software & services,San Francisco,United States,North America,2009,277000000,"Bain Capital Tech Opportunities, Andreessen Horowitz, Sequoia Capital"
Sendbird,1000000000,06/04/2021,2021,Mobile & telecommunications,San Mateo,United States,North America,2013,221000000,"FundersClub, Y Combinator, Tiger Global Management"
OrCam Technologies,1000000000,20/02/2018,2018,Artificial intelligence,Jerusalem,Israel,Asia,2010,86000000,"Intel Capital, Aviv Venture Capital"
Leap Motor,1000000000,20/11/2018,2018,Auto & transportation,Hangzhou,China,Asia,2015,1000000000,"Sequoia Capital China, Gopher Asset Management, Shanghai Electric Group"
1KMXC,1000000000,30/08/2021,2021,Hardware,Hangzhou,China,Asia,2014,86000000,"Goldman Sachs Asset Management, SDP Investment, Alibaba Group"
58 Daojia,1000000000,12/10/2015,2015,Internet software & services,Beijing,China,Asia,2014,300000000,"KKR, Alibaba Group, Ping An Insurance"
Agile Robots,1000000000,09/09/2021,2021,Hardware,Munich,Germany,Europe,2018,240000000,"Hillhouse Capital Management, Sequoia Capital China, Linear Venture"
Aibee,1000000000,13/04/2021,2021,Artificial intelligence,Beijing,China,Asia,2017,273000000,"Sequoia Capital China, Lenovo Capital and Incubator, Group GSR Ventures"
Aircall,1000000000,23/06/2021,2021,Internet software & services,New York,United States,North America,2014,226000000,"Balderton Capital, Next World Capital, Draper Esprit"
Ajaib,1000000000,04/10/2021,2021,Fintech,Jakarta,Indonesia,Asia,2018,245000000,"Softbank Ventures Asia, Alpha JWC Ventures, Insignia Ventures Partners"
Alto Pharmacy,1000000000,30/01/2020,2020,Health,San Francisco,United States,North America,2015,524000000,"Jackson Square Ventures, Greenoaks Capital Management, Softbank Group"
Amagi,1000000000,16/03/2022,2022,Internet software & services,Bengaluru,India,Asia,2008,240000000,"Mayfield, Accel, Norwest Venture Partners"
Amount,1000000000,17/05/2021,2021,Fintech,Chicago,United States,North America,2019,243000000,"Invus Group, Hanaco Venture Capital, WestCap Group"
Amperity,1000000000,13/07/2021,2021,Artificial intelligence,Seattle,United States,North America,2016,187000000,"Madrona Venture Group, Tiger Global Management, Madera Technology Partners"
Aptos,1000000000,15/03/2022,2022,Internet software & services,Palo Alto,United States,North America,2021,200000000,"Andreessen Horowitz, Coinbase Ventures, Tiger Global Management"
Aqua Security,1000000000,10/03/2021,2021,Cybersecurity,Ramat Gan,Israel,Asia,2015,265000000,"TLV Partners, Lightspeed Venture Partners, M12"
Assembly,1000000000,21/09/2021,2021,Internet software & services,Culver City,United States,North America,2019,0,"Advent International, PSG, Providence Equity Partners"
Assent,1000000000,06/01/2022,2022,"Supply chain, logistics, & delivery",Ottawa,Canada,North America,2010,534000000,"Vista Equity Partners, Warburg Pincus, First Ascent Ventures"
Augury,1000000000,26/10/2021,2021,Artificial intelligence,New York,United States,North America,2011,294000000,"Lerer Hippeau, Munich Re Ventures, Eclipse Ventures"
Axelar,1000000000,15/02/2022,2022,Internet software & services,Waterloo,Canada,North America,2020,64000000,"Lemniscap VC, North Island Ventures, Polychain Capital"
Axiom Space,1000000000,16/02/2021,2021,Other,Houston,United States,North America,2016,150000000,"C5 Capital, Hemisphere Ventures, The Venture Collective"
Banma Network Technologies,1000000000,13/09/2018,2018,Auto & transportation,Shanghai,China,Asia,2015,697000000,"Yunfeng Capital, SDIC Innovation Investment Management, Shang Qi Capital"
BeiBei,1000000000,22/01/2015,2015,E-commerce & direct-to-consumer,Hangzhou,China,Asia,2011,224000000,"Banyan Capital, New Horizon Capital, IDG Capital Partners"
BenevolentAI,1000000000,02/06/2015,2015,Artificial intelligence,London,United Kingdom,Europe,2013,292000000,Woodford Investment Management
Berlin Brands Group,1000000000,01/09/2021,2021,E-commerce & direct-to-consumer,Berlin,Germany,Europe,2005,800000000,"Ardian, Bain Capital"
Betterfly,1000000000,01/02/2022,2022,Artificial intelligence,Santiago,Chile,South America,2018,205000000,"QED Investors, DST Global, Endeavor"
BitFury,1000000000,06/11/2018,2018,Hardware,Amsterdam,Netherlands,Europe,2011,170000000,"Georgian Co-Investment Fund, iTech Capital, Galaxy Digital"
BlackBuck,1000000000,22/07/2021,2021,"Supply chain, logistics, & delivery",Bengaluru,India,Asia,2015,352000000,"Accel, Sands Capital, International Finance Corporation"
Bluecore,1000000000,05/08/2021,2021,Artificial intelligence,New York,United States,North America,2013,238000000,"FirstMark Capital, Georgian Partners, Norwest Venture Partners"
BlueVoyant,1000000000,23/02/2022,2022,Cybersecurity,New York,United States,North America,2017,526000000,"8VC, Liberty Strategic Capital, Eden Global Partners"
bolttech,1000000000,01/07/2021,2021,Fintech,,Singapore,Asia,2018,210000000,"Mundi Ventures, Doqling Capital Partners, Activant Capital"
Boom Supersonic,1000000000,16/12/2020,2020,Other,Englewood,United States,North America,2014,241000000,"WRVI Capital, Caffeinated Capital, Y Combinator"
Bringg,1000000000,16/06/2021,2021,"Supply chain, logistics, & delivery",Tel Aviv,Israel,Asia,2013,185000000,"Salesforce Ventures, next47, Pereg Ventures"
C2FO,1000000000,07/08/2019,2019,Fintech,Leawood,United States,North America,2008,538000000,"Union Square Ventures, Summerhill Venture Partners, Mithril Capital Management"
Cadence,1000000000,14/12/2021,2021,Health,New York,United States,North America,2020,141000000,"Thrive Capital, General Catalyst, Coatue Management"
CAIS,1000000000,11/01/2022,2022,Fintech,New York,United States,North America,2009,406000000,"Franklin Templeton, Motive Partners, Apollo Global Management"
Cameo,1000000000,30/03/2021,2021,Internet software & services,Chicago,United States,North America,2016,165000000,"Lightspeed Venture Partners, Kleiner Perkins Caufield & Byers, Origin Ventures"
Capsule,1000000000,28/04/2021,2021,Health,New York,United States,North America,2016,570000000,"Thrive Capital, Durable Capital Partners, G Squared"
CargoX,1000000000,21/10/2021,2021,"Supply chain, logistics, & delivery",Sao Paulo,Brazil,South America,2015,390000000,"Valor Capital Group, Lightrock, Softbank Group"
Carro,1000000000,14/06/2021,2021,E-commerce & direct-to-consumer,,Singapore,Asia,2015,595000000,"SingTel Innov8, Alpha JWC Ventures, Golden Gate Ventures"
Carson Group,1000000000,14/07/2021,2021,Fintech,Lincoln,United States,North America,2012,0,Bain Capital
CHEQ,1000000000,22/02/2022,2022,Cybersecurity,New York,United States,North America,2014,182000000,"Battery Ventures, Tiger Global Management, Hanaco Ventures"
Chronosphere,1000000000,07/10/2021,2021,Data management & analytics,New York,United States,North America,2019,254000000,"Greylock Partners, Lux Capital, General Atlantic"
Cider,1000000000,02/09/2021,2021,E-commerce & direct-to-consumer,,Hong Kong,Asia,2020,140000000,"Andreessen Horowitz, DST Global, IDG Capital"
Clara,1000000000,06/12/2021,2021,Fintech,Mexico City,Mexico,North America,2020,109000000,"DST Global, General Catalyst, Monashees+"
Clearcover,1000000000,13/04/2021,2021,Fintech,Chicago,United States,North America,2016,305000000,"American Family Ventures, Cox Enterprises, OMERS Ventures"
Contrast Security,1000000000,09/11/2021,2021,Cybersecurity,Los Altos,United States,North America,2014,269000000,"Acero Capital, General Catalyst, M12"
Darwinbox,1000000000,25/01/2022,2022,Internet software & services,Hyderabad,India,Asia,2015,107000000,"Lightspeed India Partners, Sequoia Capital India, Endiya Partners"
Dental Monitoring,1000000000,21/10/2021,2021,Health,Paris,France,Europe,2014,232000000,"Vitruvian Partners, Merieux Equity Partners, Straumann"
DianRong,1000000000,02/08/2017,2017,E-commerce & direct-to-consumer,Shanghai,China,Asia,2012,549000000,"Standard Chartered, FinSight Ventures, Affirma Capital"
Drata,1000000000,08/11/2021,2021,Cybersecurity,San Diego,United States,North America,2020,128000000,"Cowboy Ventures, Leaders Fund, GGV Capital"
DriveNets,1000000000,27/01/2021,2021,Internet software & services,Ra'anana,Israel,Asia,2015,325000000,"Bessemer Venture Partners, Pitango Venture Capital, D1 Capital Partners"
Dune Analytics,1000000000,02/02/2022,2022,Data management & analytics,Oslo,Norway,Europe,2018,79000000,"Multicoin Capital, Coatue Management, Dragonfly Capital Partners"
Dxy.cn,1000000000,10/04/2018,2018,Health,Hangzhou,China,Asia,2000,682000000,"Tencent Holdings, DCM Ventures"
EBANX,1000000000,16/10/2019,2019,Fintech,Curitiba,Brazil,South America,2012,460000000,"FTV Capital, Endeavor"
EcoFlow,1000000000,10/06/2021,2021,Hardware,Shenzhen,China,Asia,2017,105000000,"Delian Capital, China International Capital Corporation, Sequoia Capital China"
Electric,1000000000,29/03/2022,2022,Cybersecurity,New York,United States,North America,2016,209000000,"Primary Venture Partners, Bessemer Venture Partners, Harmonic Growth Partners"
Emerging Markets Property Group,1000000000,28/04/2020,2020,Other,Dubai,United Arab Emirates,Asia,2015,279000000,"OLX Group, KCK Group, EXOR Seeds"
Esusu,1000000000,27/01/2022,2022,Fintech,New York,United States,North America,2015,145000000,"Next Play Ventures, Zeal Capital Partners, SoftBank Group"
Evidation,1000000000,22/03/2021,2021,Health,San Mateo,United States,North America,2012,259000000,"B Capital Group,, GE Ventures, McKesson Ventures"
Expel,1000000000,18/11/2021,2021,Cybersecurity,Herndon,United States,North America,2016,258000000,"Paladin Capital Group, Greycroft, Scale Venture Partners"
Fabric,1000000000,26/10/2021,2021,"Supply chain, logistics, & delivery",New York,United States,North America,2015,294000000,"Innovation Endeavors, Aleph, Temasek"
Feedzai,1000000000,24/03/2021,2021,Artificial intelligence,San Mateo,United States,North America,2009,277000000,"Global Founders Capital, Shea Ventures, Greycroft"
Fever Labs,1000000000,26/01/2022,2022,Internet software & services,New York,United States,North America,2012,299000000,"Accel, 14W, GS Growth"
Fiture,1000000000,14/04/2021,2021,Health,Chengdu,China,Asia,2019,391000000,"Bertelsmann Asia Investments, Sequoia Capital China, NIO Capital"
FLASH,1000000000,16/03/2022,2022,Fintech,Austin,United States,North America,2011,314000000,"L Catterton, Trellis Partners, Vista Equity Partners"
Flash Express,1000000000,01/02/2021,2021,"Supply chain, logistics, & delivery",Bangkok,Thailand,Asia,2017,350000000,"SCB 10X, Krungsri Finnovate, eWTP Capital"
FlashEx,1000000000,27/08/2018,2018,"Supply chain, logistics, & delivery",Beijing,China,Asia,2014,359000000,"Prometheus Capital, Matrix Partners China, JD Capital Management"
Fractal Analytics,1000000000,05/01/2022,2022,Data management & analytics,Mumbai,India,Asia,2000,685000000,"TPG Capital, Apax Partners, TA Associates"
Freshbooks,1000000000,10/08/2021,2021,Fintech,Toronto,Canada,North America,2004,156000000,"Accomplice, Oak Investment Partners, Georgian Partners"
FXiaoKe,1000000000,02/07/2015,2015,Mobile & telecommunications,Beijing,China,Asia,2011,283000000,"IDG Capital, Northern Light Venture Capital, DCM Ventures"
Gauntlet Networks,1000000000,07/03/2022,2022,Fintech,New York,United States,North America,2018,45000000,"Polychain Capital, Paradigm, Ribbit Capital"
Geek+,1000000000,21/11/2018,2018,Hardware,Beijing,China,Asia,2015,439000000,"Volcanics Ventures, Vertex Ventures China, Warburg Pincus"
Gelato,1000000000,16/08/2021,2021,E-commerce & direct-to-consumer,Oslo,Norway,Europe,2007,269000000,"Greylock Partners, Google Ventures, BlackRock"
Glia,1000000000,21/03/2022,2022,Fintech,New York,United States,North America,2012,152000000,"Wildcat Capital Management, Insight Partners, Tola Capital"
GO1,1000000000,19/07/2021,2021,Internet software & services,Brisbane,Australia,Oceania,2015,284000000,"Y Combinator, M12, SEEK"
Groq,1000000000,14/04/2021,2021,Artificial intelligence,Mountain View,United States,North America,2016,362000000,"TDK Ventures, Social Capital, D1 Capital Partners"
Hailo,1000000000,12/10/2021,2021,Artificial intelligence,Tel Aviv,Israel,Asia,2017,221000000,"Glory Ventures, Maniv Mobility"
Hasura,1000000000,22/02/2022,2022,Internet software & services,Bengaluru,India,Asia,2017,137000000,"Nexus Venture Partners, Vertex Ventures, STRIVE"
HAYDON,1000000000,24/09/2021,2021,Consumer & retail,Shanghai,China,Asia,2020,100000000,"Tencent Holdings, Hillhouse Capital Management"
Heyday,1000000000,16/11/2021,2021,E-commerce & direct-to-consumer,Chicago,United States,North America,2017,800000000,"Khosla Ventures,General Catalyst, Victory Park Capital"
HMD Global,1000000000,21/05/2018,2018,Mobile & telecommunications,Espoo,Finland,Europe,2016,330000000,Ginko Ventures
Hotmart,1000000000,17/03/2020,2020,E-commerce & direct-to-consumer,Amsterdam,Netherlands,Europe,2011,127000000,"Technology Crossover Ventures, Alkeon Capital Management, General Atlantic"
Huike Group,1000000000,24/05/2018,2018,Edtech,Beijing,China,Asia,2010,302000000,"Fosun RZ Capital, Oceanwide Holdings, Shenzhen Qianhe Capital Management Co."
Human Interest,1000000000,04/08/2021,2021,Fintech,San Francisco,United States,North America,2015,337000000,"Wing Venture Capital, Slow Ventures, Uncork Capital"
Ibotta,1000000000,06/08/2019,2019,Fintech,Denver,United States,North America,2011,93000000,"Koch Disruptive Technologies, Teamworthy Ventures, GGV Capital"
iCarbonX,1000000000,12/04/2016,2016,Artificial intelligence,Shenzhen,China,Asia,2015,200000000,"Tencent, Vcanbio"
iFood,1000000000,13/11/2018,2018,"Supply chain, logistics, & delivery",Osasco,Brazil,South America,2011,592000000,"Movile, Just Eat, Naspers"
InFarm,1000000000,16/12/2021,2021,Other,Berlin,Germany,Europe,2013,600000000,"Atomico, Hanaco Venture Capital, TriplePoint Capital"
Infobip,1000000000,30/07/2020,2020,Mobile & telecommunications,Vodnjan,Croatia,Europe,2006,200000000,One Equity Partners
Injective Protocol,1000000000,20/04/2021,2021,Fintech,New York,United States,North America,2018,17000000,"Pantera Capital, Cadenza Ventures, BlockTower Capital"
